Name	Score	0.95 MoE	p-value	FDR
MUC4_MUT	0.6054481704491077	0.05765184899508662	6.571640741543941e-06	0.22222222222222227
NOMO2_DEL	0.30085009442359273	0.058192362759756984	3.285820370771971e-05	0.22222222222222227
ABCC6P1_DEL	0.30085009442359273	0.058192362759756984	3.285820370771971e-05	0.22222222222222227
PKD1P1_DEL	0.3008500944127422	0.05243100871631845	6.571640741543942e-05	0.22222222222222227
XYLT1_DEL	0.3008500944126141	0.07904911570791943	6.571640741543942e-05	0.22222222222222227
NOMO3_DEL	0.2926850438718969	0.013765564965890506	9.857461112315913e-05	0.22222222222222227
ALOX15_DEL	0.2820907124959077	0.04489551781801348	0.00011828953334779095	0.22222222222222227
OR1E2_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
PITPNA-AS1_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
INPP5K_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
OR3A3_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
MIR22HG_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
ASPA_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
MYO1C_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
BHLHA9_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
CRK_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
RILP_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
TUSC5_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
WDR81_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
OR1E1_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
YWHAE_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
PRPF8_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
SLC43A2_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
TRPV3_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
TLCD2_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
SERPINF2_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
SCARF1_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
PITPNA_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
MIR22_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
SPATA22_DEL	0.27585849353935443	0.03500013399031613	0.00013143281483087883	0.22222222222222227
PTX4_DEL	0.2746196955615157	0.12365531304478111	0.00021686414447095006	0.3548387096774194
GOT1L1_AMP	0.2746196955487772	0.010891646080100702	0.0005980193074804986	0.40048506897074426
SSTR5-AS1_DEL	0.27461969554751564	0.051592950200921625	0.0006045909482220426	0.40048506897074426
SSTR5_DEL	0.27461969554751564	0.051592950200921625	0.0006045909482220426	0.40048506897074426
UBASH3A_DEL	0.27461969554000276	0.031095527001776764	0.0006637357148959381	0.40048506897074426
LINC00112_DEL	0.27461969553801996	0.06393113198890638	0.0006637357148959381	0.40048506897074426
ITGB2_DEL	0.27461969553801996	0.06393113198890638	0.0006637357148959381	0.40048506897074426
ITGB2-AS1_DEL	0.27461969553801996	0.06393113198890638	0.0006637357148959381	0.40048506897074426
KRTAP10-12_DEL	0.27461969553801996	0.06393113198890638	0.0006637357148959381	0.40048506897074426
ZMAT4_AMP	0.27461969553522886	0.11978478652075482	0.0007294521223113775	0.40048506897074426
WDR4_DEL	0.2746196955340439	0.024561760950244413	0.0007294521223113775	0.40048506897074426
LOC339166_DEL	0.274226240001564	0.06927527431837353	0.0010580341593885746	0.40048506897074426
RAP1GAP2_DEL	0.2735708987706858	0.03500013399031613	0.0010711774408716625	0.40048506897074426
WSCD1_DEL	0.2732356352353077	0.05272901236293432	0.0010711774408716625	0.40048506897074426
PPP3CC_DEL	0.27065845995258925	0.07162231164925374	0.0010777490816132065	0.40048506897074426
SLC39A14_DEL	0.27065845994993076	0.08317278414426589	0.0010777490816132065	0.40048506897074426
OR4F21_DEL	0.2559707647636599	0.036301155015719185	0.0011828953334779093	0.40048506897074426
LOC286059_DEL	0.2559707647527177		0.0011828953334779093	0.40048506897074426
TNFRSF10C_DEL	0.2559707647527177		0.0011828953334779093	0.40048506897074426
TNFRSF10B_DEL	0.2559707647527177		0.0011828953334779093	0.40048506897074426
LOC254896_DEL	0.2559707647527177		0.0011828953334779093	0.40048506897074426
TNFRSF10D_DEL	0.2559707647527177		0.0011828953334779093	0.40048506897074426
SGSM2_DEL	0.25252598866635123		0.0011960386149609972	0.40048506897074426
MIR132_DEL	0.25252598866635123		0.0011960386149609972	0.40048506897074426
