Name	Score	0.95 MoE	p-value	FDR
TM4SF19_MUT	0.3209468354940568	0.10300429694463428	6.571640741543941e-06	0.108843537414966
BAI3_AMP	0.3184147028079165		6.571640741543941e-06	0.108843537414966
CR1_DEL	0.31191790223278915		6.571640741543941e-06	0.108843537414966
KIAA1324L_DEL	0.27921553479333383	0.1969976245193001	4.600148519080759e-05	0.108843537414966
RPL19P12_DEL	0.279215534787081	0.07079762395065538	5.914476667389547e-05	0.108843537414966
PRKRIP1_DEL	0.279215534787081	0.07079762395065538	5.914476667389547e-05	0.108843537414966
LOC100630923_DEL	0.279215534787081	0.07079762395065538	5.914476667389547e-05	0.108843537414966
MYL10_DEL	0.279215534787081	0.07079762395065538	5.914476667389547e-05	0.108843537414966
SH2B2_DEL	0.279215534787081		5.914476667389547e-05	0.108843537414966
ARMC10_DEL	0.279215534787081	0.07079762395065538	5.914476667389547e-05	0.108843537414966
LOC100289561_DEL	0.279215534787081	0.07079762395065538	5.914476667389547e-05	0.108843537414966
DPY19L2P2_DEL	0.279215534787081		5.914476667389547e-05	0.108843537414966
LRRC17_DEL	0.279215534787081	0.07079762395065538	5.914476667389547e-05	0.108843537414966
ORAI2_DEL	0.279215534787081	0.07079762395065538	5.914476667389547e-05	0.108843537414966
MIR4285_DEL	0.279215534787081	0.07079762395065538	5.914476667389547e-05	0.108843537414966
NAPEPLD_DEL	0.279215534787081		5.914476667389547e-05	0.108843537414966
SPDYE6_DEL	0.279215534787081		5.914476667389547e-05	0.108843537414966
POM121C_DEL	0.2792155347855229	0.1969976245193001	5.914476667389547e-05	0.108843537414966
SPDYE5_DEL	0.2792155347855229		5.914476667389547e-05	0.108843537414966
CCL26_DEL	0.2792155347855229		5.914476667389547e-05	0.108843537414966
HIP1_DEL	0.2792155347855229		5.914476667389547e-05	0.108843537414966
CCL24_DEL	0.2792155347855229		5.914476667389547e-05	0.108843537414966
NSUN5P1_DEL	0.2792155347855229		5.914476667389547e-05	0.108843537414966
PMS2P3_DEL	0.2792155347855229		5.914476667389547e-05	0.108843537414966
SLC25A13_DEL	0.27921553477480404	0.0250266430577273	7.228804815698335e-05	0.108843537414966
DYNC1I1_DEL	0.2792155347686089		8.543132964007124e-05	0.108843537414966
NAA38_DEL	0.25636189469070614		0.00024315070743712584	0.108843537414966
IFRD1_DEL	0.2563618946881926		0.00024315070743712584	0.108843537414966
C7orf53_DEL	0.2563618946881926		0.00024315070743712584	0.108843537414966
PCDH11X_DEL	0.2563618946338953	0.0431635656164914	0.00027600891114484556	0.108843537414966
KGFLP2_DEL	0.24772903284973197		0.00032858203707719706	0.108843537414966
AUTS2_DEL	0.246859774749838	0.04206909157179445	0.000335153677818741	0.108843537414966
SLC2A4RG_AMP	0.24444956683947547		0.00035486860004337284	0.108843537414966
ZGPAT_AMP	0.24444956683947547	0.05408796871924698	0.00035486860004337284	0.108843537414966
LIME1_AMP	0.24444956683947547		0.00035486860004337284	0.108843537414966
ZBTB46_AMP	0.24444956683947547		0.00035486860004337284	0.108843537414966
ZRSR2_AMP	0.24196399304356	0.11365304034157318	0.0004008700852341804	0.108843537414966
GRPR_AMP	0.24196399304356		0.0004008700852341804	0.108843537414966
CA5BP1_AMP	0.24196399304356		0.0004008700852341804	0.108843537414966
AP1S2_AMP	0.24196399304356	0.11365304034157318	0.0004008700852341804	0.108843537414966
INE2_AMP	0.24196399304356	0.11365304034157318	0.0004008700852341804	0.108843537414966
TMEM27_AMP	0.24196399304356		0.0004008700852341804	0.108843537414966
CA5B_AMP	0.24196399304356		0.0004008700852341804	0.108843537414966
DNAJC9-AS1_DEL	0.24196399303996663		0.0004008700852341804	0.108843537414966
TTC18_DEL	0.24196399303996663		0.0004008700852341804	0.108843537414966
ACTG1P4_AMP	0.24196399303842356		0.0004008700852341804	0.108843537414966
AMY2B_AMP	0.24196399303842356		0.0004008700852341804	0.108843537414966
COL6A3_MUT	0.24196399303841964	0.0550266090422388	0.0004008700852341804	0.108843537414966
MIR4658_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
STAG3L2_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
MUC12_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
MTERF_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
WBSCR16_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
ACTL6B_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
PMS2P1_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
SHFM1_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
PLOD3_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
DPY19L2P4_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
RHBDD2_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
SMURF1_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
SAMD9_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
MIR4651_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
GAL3ST4_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
SAMD9L_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
BAZ1B_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
TRIM56_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
C7orf59_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
MGC72080_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
GTF2IRD2B_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
GATSL1_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
SRI_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
ATP5J2_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
TSC22D4_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
PMS2P5_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
PCOLCE-AS1_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
GTF2IRD1_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
OR2AE1_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
MGC16142_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
DLX5_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
DLX6_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
ELN_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
C7orf43_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
FBXO24_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
STEAP2_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
TFPI2_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
BET1_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
PEX1_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
EIF4H_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
STYXL1_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
PDK4_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
ASB4_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
TRIP6_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
VGF_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
AKAP9_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
AZGP1P1_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
MIR653_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
AP1S1_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
LAT2_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
NCF1C_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
GATAD1_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
CDK6_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
NCF1_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
GIGYF1_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
TRIM74_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
HSPB1_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
POP7_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
MDH2_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
BRI3_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
CLIP2_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
UPK3B_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
RFC2_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
TRIM73_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
MIR5692C2_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
ZKSCAN5_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
EPO_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
GJC3_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
ZSCAN21_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
ZKSCAN1_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
GATS_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
TRIM4_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
STEAP4_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
SGCE_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
NAT16_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
CALCR_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
ZNF3_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
C7orf63_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
CYP3A7-CYP3AP1_DEL	0.24196399303119248	0.1969976245193001	0.0005257312593235153	0.108843537414966
STAG3_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
EPHB4_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
SPDYE3_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
TECPR1_DEL	0.24196399303119248		0.0005257312593235153	0.108843537414966
